Country Name,countryID,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.3225639,524.3310982,536.4052659,575.6799655,605.7134575,668.034819,719.1315456,745.4051902,766.4158709,814.7598449,832.084437,865.787282,923.7649955,969.0099433,1027.032301,1088.685704,1200.80092,1291.034392,1382.487,1437.430969,1485.202679,1602.544811,1638.068089,1666.976794,1721.357046,1774.010819,1819.434351,
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6763.203058,6387.203496,5882.241782,5162.606393,4083.486054,3689.120683,3410.956522,3396.057036,3397.920944,3475.638274,3802.540243,4289.921231,4628.037293,5206.106632,6042.184784,6452.096195,7184.203287,8005.69176,8395.812545,7239.624226,7666.219577,8281.867126,8475.471746,8629.676994,8666.815601,7949.149002,8269.614634,
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372.134068,3490.232793,3591.579155,3842.532451,3998.068806,4171.073052,4411.242133,4674.823149,4816.619522,5012.271148,5403.625937,5677.89125,5990.886474,6427.14109,7101.951057,7859.843417,8874.729381,9912.835169,10835.39669,11132.33227,12078.43615,13182.62538,13996.39861,14813.52415,15577.22119,16133.50908,16884.25143,
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6360.382526,6756.732803,7404.971777,7725.571357,8402.47548,8392.743918,8958.114962,9820.782514,10309.37979,10210.88089,10204.90524,10018.56449,9383.944472,9654.336692,10421.03573,11553.51551,12376.3366,13501.6028,14705.55174,15391.19699,16736.85103,17904.74582,18817.74196,19942.50405,20845.80599,21117.8016,21619.60793,
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23954.47935,24405.16481,25492.95165,26464.85251,27776.63553,28782.17502,30068.23092,31572.69023,32949.19776,34620.9289,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48373.87882,49790.66548,51450.1223,52787.02695,54598.55069,56469.00897,57638.15909,
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.903407,1997.826315,1772.466119,1733.066937,1645.293627,1634.687382,1660.755705,1743.829737,1809.198739,1895.330936,1984.47012,2088.335658,2178.386398,2288.356703,2503.279375,2732.716951,2985.636057,3321.566762,3632.740121,3890.610174,4153.938846,4469.997484,4853.649706,5244.04938,5646.685641,6069.978666,6512.682131,
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604.049474,3755.511309,4078.92184,4349.906965,4385.547133,4825.076146,4978.563167,5244.743883,5522.666383,5761.429205,5988.01913,6223.981355,6709.313979,7355.446827,7856.665659,8297.089193,9195.722588,9279.215455,10081.1108,9936.444577,9714.99908,9871.648577,10193.50417,10548.69245,10845.58866,11125.2015,11456.78995,
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9339.95443,10344.99059,10970.09123,11016.07837,10752.10808,11172.37417,11122.52151,11794.05538,11724.11147,10978.91613,11424.20449,11858.33389,10775.3484,9957.685837,11891.62467,13309.69764,14821.148,16276.92563,17192.91545,16507.34135,16210.28996,16981.33549,18004.46532,18281.19297,17604.95954,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0427192,1006.57245,1095.578929,1188.303846,1296.478671,1425.229198,1562.407479,1694.717862,1788.776571,1880.352796,2030.797288,2182.483468,2332.581237,2518.913144,2757.24085,3032.391019,3312.778208,3609.690184,3852.182615,4050.887095,4318.997405,4632.765965,4909.945061,5199.631431,5535.202391,5915.170833,6295.590585,
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.689036,1707.718981,1740.382607,1743.822099,1890.249734,1902.540436,1941.233413,2033.612729,2107.035138,2107.772641,2237.52451,2159.358801,2030.39455,2105.43081,2192.458133,2323.514575,2533.92305,2669.779208,2828.415927,2874.841509,2888.398273,2915.299885,2952.568516,2990.96474,3040.877283,2988.850538,3080.565754,
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446.787153,5627.09584,5793.541524,5992.337782,6226.442445,6471.052444,6754.954774,7043.944853,7208.845542,7474.171492,7923.095903,8199.669524,8478.932109,8847.240545,9460.907737,10079.80628,10907.32492,11677.1519,12213.04587,12179.4624,12838.62669,13552.23675,14086.31282,14679.01544,15227.48342,15694.43056,16214.92699,
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.562479,2363.455708,2390.72858,2523.016774,2487.685545,2687.256759,2913.473449,2966.557047,3050.699177,3150.977159,3428.776564,3729.865439,3928.899468,4162.730362,4447.004781,4750.376751,4960.601363,5379.200683,5502.633675,5240.709277,5290.660663,5667.490534,5748.263641,5681.20542,5794.187893,5919.359821,6378.256567,
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.372738,4737.432941,4773.198143,5156.013185,5432.487563,5941.5495,6348.661644,6936.557054,7201.606331,7438.792176,7716.611869,8169.283992,8486.14089,8827.449344,9088.820797,9687.21772,10063.75848,
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.416404,2249.059902,2365.105085,2394.01973,2489.362522,2575.28918,2645.62365,2742.017604,2853.533311,2923.214798,3086.354821,3184.9232,3267.086923,3360.66843,3490.716252,3699.915248,3827.095212,3949.783998,4061.241117,4135.865264,4388.144847,3805.237994,3863.289475,4007.8267,3960.24964,2812.355797,2507.471662,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267.091465,6263.455306,6122.413221,6197.403305,6388.352636,6585.8923,6862.801023,7040.527542,7038.467673,7203.222867,7560.855768,7832.224123,8131.73583,8426.920997,8940.66921,9601.272323,10335.63415,11062.37105,11518.10091,11301.81634,11647.32742,12118.73786,12440.25157,12770.49388,13007.64072,13164.47593,13196.81123,
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.668718,1523.16842,1492.426961,1590.968004,1446.803168,1479.696374,1556.583483,1597.314003,1562.570077,1613.319256,1666.884356,1746.929533,1804.284491,1916.105741,2051.607433,2210.472268,2392.690039,2589.897156,2768.423449,2961.99056,3212.941881,3361.112069,3574.05852,3701.392674,3819.050324,3862.478483,3933.06646,
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.21137,1790.826629,1629.103356,1650.955253,1806.814221,1814.219959,2003.705551,2058.365615,2107.748182,2092.371635,2047.748548,2099.841105,1921.5708,1609.629933,1540.330473,1480.264697,1452.252291,1414.274068,1167.213971,1293.386137,1445.042395,1667.13795,1905.83788,1997.052201,2024.003859,2036.31926,2027.084917,
